task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,chosen_pos,chosen_delta,chosen_token,chosen_bias
phase_cued_retrieval,validation,331,no_position,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,0.0,72,0.0,1.0,0,39,104,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,28,0.0,1.0,0,47,46,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,36,0.0,1.0,0,47,99,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,46,0.0,1.0,0,47,99,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,54,0.0,1.0,0,47,95,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,65,0.0,1.0,0,47,78,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,74,0.0,1.0,0,47,35,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,0,63,65,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,16,0.0,1.0,0,63,105,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,0,63,45,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,0,63,74,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,0,63,73,0.0
phase_cued_retrieval,test,331,no_position,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,39,0.0,1.0,0,63,110,0.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_000,24,23,16,16,7,83,1.0,1,1.0,1.0,7,16,83,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_001,24,23,19,19,4,93,1.0,1,1.0,1.0,4,19,93,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_002,24,23,5,5,18,86,1.0,1,1.0,1.0,18,5,86,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_003,24,23,7,7,16,95,1.0,1,1.0,1.0,16,7,95,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_004,24,23,8,8,15,103,1.0,1,1.0,1.0,15,8,103,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L24_005,24,23,11,11,12,1,1.0,1,1.0,1.0,12,11,1,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_000,32,31,19,19,12,62,1.0,1,1.0,1.0,12,19,62,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_001,32,31,5,29,2,79,0.0,80,0.0,1.0,26,5,69,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_002,32,31,7,7,24,64,1.0,1,1.0,1.0,24,7,64,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_003,32,31,8,8,23,72,1.0,1,1.0,1.0,23,8,72,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_004,32,31,11,11,20,82,1.0,1,1.0,1.0,20,11,82,1.0
phase_cued_retrieval,train,331,sinusoidal,phase_cued_retrieval_train_seed331_L32_005,32,31,12,12,19,90,1.0,1,1.0,1.0,19,12,90,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_000,40,39,5,29,10,48,0.0,50,0.0,1.0,2,37,62,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_001,40,39,7,31,8,57,0.0,59,0.0,1.0,0,39,91,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_002,40,39,8,32,7,65,0.0,66,0.0,1.0,31,8,61,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_003,40,39,11,35,4,75,0.0,76,0.0,1.0,28,11,56,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_004,40,39,12,36,3,83,0.0,84,0.0,1.0,27,12,40,1.0
phase_cued_retrieval,validation,331,sinusoidal,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,1.0,1,1.0,1.0,23,16,70,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,28,0.0,1.0,8,39,34,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,36,0.0,1.0,7,40,74,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,46,0.0,1.0,4,43,67,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,54,0.0,1.0,3,44,71,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,64,0.0,1.0,31,16,0,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,74,0.0,1.0,28,19,30,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,20,43,17,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,16,0.0,1.0,19,44,74,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,15,48,76,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,12,51,53,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,26,37,60,1.0
phase_cued_retrieval,test,331,sinusoidal,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,38,0.0,1.0,24,39,13,1.0
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_000,24,23,16,16,7,83,0.0,84,0.0,1.0,22,1,75,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_001,24,23,19,19,4,93,0.0,94,0.0,1.0,22,1,64,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_002,24,23,5,5,18,86,0.0,87,0.0,1.0,22,1,39,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_003,24,23,7,7,16,95,0.0,96,0.0,1.0,22,1,34,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_004,24,23,8,8,15,103,0.0,104,0.0,1.0,22,1,62,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L24_005,24,23,11,11,12,1,0.0,3,0.0,1.0,22,1,96,-0.043478
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_000,32,31,19,19,12,62,0.0,63,0.0,1.0,30,1,36,-0.032258
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_001,32,31,5,29,2,79,0.0,80,0.0,1.0,30,1,64,-0.032258
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_002,32,31,7,7,24,64,0.0,65,0.0,1.0,30,1,8,-0.032258
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_003,32,31,8,8,23,72,0.0,73,0.0,1.0,30,1,51,-0.032258
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_004,32,31,11,11,20,82,0.0,83,0.0,1.0,30,1,54,-0.032258
phase_cued_retrieval,train,331,alibi,phase_cued_retrieval_train_seed331_L32_005,32,31,12,12,19,90,0.0,91,0.0,1.0,30,1,10,-0.032258
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_000,40,39,5,29,10,48,0.0,49,0.0,1.0,38,1,21,-0.025641
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_001,40,39,7,31,8,57,0.0,59,0.0,1.0,38,1,73,-0.025641
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_002,40,39,8,32,7,65,0.0,66,0.0,1.0,38,1,16,-0.025641
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_003,40,39,11,35,4,75,0.0,77,0.0,1.0,38,1,80,-0.025641
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_004,40,39,12,36,3,83,0.0,84,0.0,1.0,38,1,27,-0.025641
phase_cued_retrieval,validation,331,alibi,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,0.0,72,0.0,1.0,38,1,74,-0.025641
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,28,0.0,1.0,46,1,33,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,35,0.0,1.0,46,1,10,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,45,0.0,1.0,46,1,1,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,54,0.0,1.0,46,1,85,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,64,0.0,1.0,46,1,2,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,75,0.0,1.0,46,1,75,-0.021277
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,62,1,79,-0.015873
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,15,0.0,1.0,62,1,9,-0.015873
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,62,1,16,-0.015873
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,62,1,52,-0.015873
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,62,1,81,-0.015873
phase_cued_retrieval,test,331,alibi,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,39,0.0,1.0,62,1,78,-0.015873
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_000,24,23,16,16,7,83,1.0,1,1.0,1.0,7,16,83,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_001,24,23,19,19,4,93,1.0,1,1.0,1.0,4,19,93,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_002,24,23,5,5,18,86,1.0,1,1.0,1.0,18,5,86,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_003,24,23,7,7,16,95,1.0,1,1.0,1.0,16,7,95,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_004,24,23,8,8,15,103,1.0,1,1.0,1.0,15,8,103,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L24_005,24,23,11,11,12,1,1.0,1,1.0,1.0,12,11,1,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_000,32,31,19,19,12,62,1.0,1,1.0,1.0,12,19,62,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_001,32,31,5,29,2,79,0.0,80,0.0,1.0,26,5,69,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_002,32,31,7,7,24,64,1.0,1,1.0,1.0,24,7,64,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_003,32,31,8,8,23,72,1.0,1,1.0,1.0,23,8,72,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_004,32,31,11,11,20,82,1.0,1,1.0,1.0,20,11,82,1.0
phase_cued_retrieval,train,331,rope_relative,phase_cued_retrieval_train_seed331_L32_005,32,31,12,12,19,90,1.0,1,1.0,1.0,19,12,90,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_000,40,39,5,29,10,48,0.0,50,0.0,1.0,34,5,104,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_001,40,39,7,31,8,57,0.0,59,0.0,1.0,32,7,65,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_002,40,39,8,32,7,65,0.0,66,0.0,1.0,31,8,61,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_003,40,39,11,35,4,75,0.0,76,0.0,1.0,28,11,56,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_004,40,39,12,36,3,83,0.0,84,0.0,1.0,27,12,40,1.0
phase_cued_retrieval,validation,331,rope_relative,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,1.0,1,1.0,1.0,23,16,70,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,27,0.0,1.0,40,7,5,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,35,0.0,1.0,39,8,29,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,46,0.0,1.0,36,11,107,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,53,0.0,1.0,35,12,33,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,64,0.0,1.0,31,16,0,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,74,0.0,1.0,28,19,30,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,52,11,54,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,16,0.0,1.0,51,12,101,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,47,16,57,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,44,19,101,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,58,5,61,1.0
phase_cued_retrieval,test,331,rope_relative,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,38,0.0,1.0,56,7,27,1.0
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_000,24,23,16,16,7,83,0.0,85,0.0,1.0,2,21,85,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_001,24,23,19,19,4,93,0.0,94,0.0,1.0,9,14,16,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_002,24,23,5,5,18,86,0.0,87,0.0,1.0,13,10,41,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_003,24,23,7,7,16,95,0.0,96,0.0,1.0,11,12,10,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_004,24,23,8,8,15,103,0.0,104,0.0,1.0,20,3,81,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L24_005,24,23,11,11,12,1,0.0,3,0.0,1.0,17,6,92,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_000,32,31,19,19,12,62,1.0,1,1.0,1.0,17,14,62,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_001,32,31,5,29,2,79,0.0,80,0.0,1.0,7,24,5,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_002,32,31,7,7,24,64,0.0,66,0.0,1.0,5,26,73,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_003,32,31,8,8,23,72,0.0,73,0.0,1.0,28,3,28,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_004,32,31,11,11,20,82,0.0,84,0.0,1.0,25,6,87,2.44949
phase_cued_retrieval,train,331,phasewrap_bias,phase_cued_retrieval_train_seed331_L32_005,32,31,12,12,19,90,0.0,91,0.0,1.0,24,7,40,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_000,40,39,5,29,10,48,0.0,49,0.0,1.0,15,24,1,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_001,40,39,7,31,8,57,0.0,58,0.0,1.0,13,26,6,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_002,40,39,8,32,7,65,0.0,66,0.0,1.0,36,3,40,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_003,40,39,11,35,4,75,0.0,77,0.0,1.0,33,6,79,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_004,40,39,12,36,3,83,0.0,84,0.0,1.0,32,7,38,2.44949
phase_cued_retrieval,validation,331,phasewrap_bias,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,0.0,72,0.0,1.0,18,21,95,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,27,0.0,1.0,21,26,22,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,36,0.0,1.0,44,3,69,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,46,0.0,1.0,41,6,86,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,53,0.0,1.0,6,41,41,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,65,0.0,1.0,2,45,67,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,74,0.0,1.0,33,14,63,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,57,6,33,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,16,0.0,1.0,8,55,84,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,18,45,36,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,49,14,74,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,15,48,61,2.44949
phase_cued_retrieval,test,331,phasewrap_bias,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,39,0.0,1.0,3,60,83,2.44949
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_000,24,23,16,16,7,83,0.0,85,0.0,1.0,2,21,85,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_001,24,23,19,19,4,93,0.0,94,0.0,1.0,9,14,16,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_002,24,23,5,5,18,86,0.0,87,0.0,1.0,13,10,41,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_003,24,23,7,7,16,95,0.0,96,0.0,1.0,11,12,10,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_004,24,23,8,8,15,103,0.0,104,0.0,1.0,20,3,81,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L24_005,24,23,11,11,12,1,0.0,3,0.0,1.0,17,6,92,2.395142
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_000,32,31,19,19,12,62,1.0,1,1.0,1.0,17,14,62,2.409167
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_001,32,31,5,29,2,79,0.0,81,0.0,1.0,21,10,90,2.409167
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_002,32,31,7,7,24,64,0.0,66,0.0,1.0,19,12,99,2.409167
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_003,32,31,8,8,23,72,0.0,73,0.0,1.0,28,3,28,2.409167
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_004,32,31,11,11,20,82,0.0,84,0.0,1.0,25,6,87,2.409167
phase_cued_retrieval,train,331,phasewrap_adapter,phase_cued_retrieval_train_seed331_L32_005,32,31,12,12,19,90,0.0,91,0.0,1.0,24,7,40,2.409167
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_000,40,39,5,29,10,48,0.0,50,0.0,1.0,29,10,90,2.417438
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_001,40,39,7,31,8,57,0.0,58,0.0,1.0,27,12,13,2.417438
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_002,40,39,8,32,7,65,0.0,66,0.0,1.0,36,3,40,2.417438
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_003,40,39,11,35,4,75,0.0,77,0.0,1.0,33,6,79,2.417438
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_004,40,39,12,36,3,83,0.0,84,0.0,1.0,32,7,38,2.417438
phase_cued_retrieval,validation,331,phasewrap_adapter,phase_cued_retrieval_validation_seed331_L40_005,40,39,16,16,23,70,0.0,72,0.0,1.0,18,21,95,2.417438
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_000,48,47,7,31,16,26,0.0,28,0.0,1.0,35,12,99,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_001,48,47,8,32,15,34,0.0,36,0.0,1.0,44,3,69,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_002,48,47,11,35,12,44,0.0,46,0.0,1.0,41,6,86,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_003,48,47,12,36,11,52,0.0,53,0.0,1.0,40,7,31,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_004,48,47,16,40,7,63,0.0,65,0.0,1.0,26,21,87,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L48_005,48,47,19,43,4,73,0.0,74,0.0,1.0,33,14,63,2.422894
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_000,64,63,11,59,4,6,0.0,8,0.0,1.0,57,6,33,2.429648
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_001,64,63,12,60,3,14,0.0,16,0.0,1.0,56,7,87,2.429648
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_002,64,63,16,40,23,1,0.0,3,0.0,1.0,42,21,104,2.429648
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_003,64,63,19,43,20,11,0.0,13,0.0,1.0,49,14,74,2.429648
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_004,64,63,5,53,10,28,0.0,30,0.0,1.0,53,10,110,2.429648
phase_cued_retrieval,test,331,phasewrap_adapter,phase_cued_retrieval_test_seed331_L64_005,64,63,7,55,8,37,0.0,39,0.0,1.0,51,12,84,2.429648
